,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
304,201480,Business Development Executive,Sales and Business ,Junior Level,Boyapati Bhargava,"Business Development, Corporate Sales, Sales, Sales Enablement, Telecalling",Kredily,2017,6,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-201480-business-development-executive-at-kredily-bangalore/
305,191709,Customer Support Associate,Sales and Business ,Junior Level,Dp Raj,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Mojro,2016,7,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-191709-customer-support-associate-at-mojro-bangalore/
306,194779,BDE,Sales and Business ,Junior Level,Hr Mute Web Technologies,"Business Development, Sales",Muteweb Technologies,2014,9,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-194779-bde-at-muteweb-technologies-indore/
307,181559,Senior Software Engineer,Software Engineering ,Senior,Moumita Ghosh,"Distributed Systems, Java, Microservices",Neuroglee Therapeutics,2020,3,Computer Software / IT / Internet,Bangalore,30,https://www.instahyre.com/job-181559-senior-software-engineer-at-neuroglee-therapeutics-bangalore/
308,179908,Business Development Manager,Sales and Business ,Intermediate Level,Vikram Mishra,"Business Development, Sales",Qualimatrix Technologies,2021,2,Computer Software / IT / Internet,Indore,30,https://www.instahyre.com/job-179908-business-development-manager-at-qualimatrix-technologies-indore/
309,188840,Sales Manager,Sales and Business ,Intermediate Level,Fariya Ilyas,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Square Pixel,2010,13,Computer Software / IT / Internet,Mumbai,350,https://www.instahyre.com/job-188840-sales-manager-at-square-pixel-mumbai/
310,59570,Business Development Executive,Sales and Business ,Junior Level,Canvas Craft Media HR,"Business Development, Sales",Canvas Craft Media,2017,6,Computer Software / IT / Internet,Mohali,30,https://www.instahyre.com/job-59570-business-development-executive-at-canvas-craft-media-mohali/
311,81535,Business Analyst,Sales and Business ,Junior Level,Dev HR Team,"Business Development, Direct Sales",Dev Technosys,2010,13,Computer Software / IT / Internet,Jaipur,125,https://www.instahyre.com/job-81535-business-analyst-at-dev-technosys-jaipur/
312,123019,Customer Success Specialist,Sales and Business ,Junior Level,Shailendra Singh,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",HyperTest,2019,4,Computer Software / IT / Internet,Gurgaon,30,https://www.instahyre.com/job-123019-customer-success-specialist-at-hypertest-gurgaon/
313,83118,Content Writer,Marketing ,Intermediate Level,Senthilmurugan Raju,"Content Marketing, Content Writing",Ionixx Technologies,2013,10,Computer Software / IT / Internet,"Chennai, Work From Home",350,https://www.instahyre.com/job-83118-content-writer-at-ionixx-technologies-chennai-work-from-home/
314,88514,Business Development Associate,Sales and Business ,Intermediate Level,Deepak Mendiratta,"Business Development, Corporate Sales, Sales",PlanCover,2013,10,Computer Software / IT / Internet,"Bangalore, Delhi, Work From Home",125,https://www.instahyre.com/job-88514-business-development-associate-at-plancover-bangalore-delhi-work-from-home/
315,164981,Product Content Writer,Marketing ,Intermediate Level,Rahul Muley,"Content Marketing, Content Writing, English Content",Promobi Technologies,2013,10,Computer Software / IT / Internet,Pune,125,https://www.instahyre.com/job-164981-product-content-writer-at-promobi-technologies-pune/
316,116727,Business Development Executive,Sales and Business ,Intermediate Level,Bhabani Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Sales, Sales Operations",Ultracures,2020,3,Computer Software / IT / Internet,"Ahmedabad, Bangalore, Hyderabad",5,https://www.instahyre.com/job-116727-business-development-executive-at-ultracures-ahmedabad-bangalore-hyderabad/
317,154018,B2B Sales Manager,Sales and Business ,Junior Level,Sunitha Mudiraj,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Revenue Management, Sales",Univariety,2011,12,Computer Software / IT / Internet,Work From Home,125,https://www.instahyre.com/job-154018-b2b-sales-manager-at-univariety-work-from-home/
318,214383,Assistant Sales Manager,Sales and Business ,Mid Senior Level,Raman Mehrotra,Direct Sales,Gripple,1998,25,Construction / Civil Engineering,Bangalore,750,https://www.instahyre.com/job-214383-assistant-sales-manager-at-gripple-bangalore/
319,214385,Assistant Sales Manager,Sales and Business ,Intermediate Level,Raman Mehrotra,"Direct Sales, Sales, Business Development",Gripple,1998,25,Construction / Civil Engineering,Delhi,750,https://www.instahyre.com/job-214385-assistant-sales-manager-at-gripple-delhi/
320,255668,Marketing Manager,Marketing ,Intermediate Level,Feroj Sayyad,"Marketing, Marketing Operations, Product Management, Product Marketing",Gripple,1998,25,Construction / Civil Engineering,Delhi,750,https://www.instahyre.com/job-255668-marketing-manager-at-gripple-delhi/
321,256649,Sales Manager,Sales and Business ,Intermediate Level,Srilakshmi Nair,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Hustlehub,2018,5,Construction / Civil Engineering,Bangalore,125,https://www.instahyre.com/job-256649-sales-manager-at-hustlehub-bangalore/
322,250042,Corporate Sales Executive,Sales and Business ,Junior Level,Monika Sharma,"Corporate Sales, Direct Sales, Sales",Sapcon Steels,1992,31,Construction / Civil Engineering,Chandigarh,125,https://www.instahyre.com/job-250042-corporate-sales-executive-at-sapcon-steels-chandigarh/
323,255062,Manager - Fixed Assets and Lease Accounting,Operations ,Executive,Sporshita Ray,"Accounting, Auditing, Finance, Chartered Accountant, Financial Reporting",Booking Holdings,1996,27,Consumer Electronics,Bangalore,1000,https://www.instahyre.com/job-255062-manager-fixed-assets-and-lease-accounting-at-booking-holdings-bangalore/
324,246654,Founder's Office Manager,Sales and Business ,Intermediate Level,Feroz Mohan Malik,Business Development,BharatJal,2017,6,Consumer Goods / FMCG,Delhi,30,https://www.instahyre.com/job-246654-founders-office-manager-at-bharatjal-delhi/
325,235458,Sales Manager,Sales and Business ,Junior Level,Durga Priya,"Customer Relationship, Marketing, Sales",Homes247.in,2017,6,Consumer Goods / FMCG,Bangalore,30,https://www.instahyre.com/job-235458-sales-manager-at-homes247-bangalore/
326,265258,Regional Manager,Sales and Business ,Mid Senior Level,Meenakshi Ladha,"Business Development, Corporate Sales, Direct Sales, Sales",IndiaMART InterMESH,1999,24,Consumer Goods / FMCG,Bangalore,1000,https://www.instahyre.com/job-265258-regional-manager-at-indiamart-intermesh-4-bangalore/
327,243146,JC JHD Sales Lead,Sales and Business ,Intermediate Level,Jhansi Patnaikuni,"Business Development, Direct Sales, Sales",Reliance Jio Infocomm,2007,16,Consumer Goods / FMCG,Hyderabad,1000,https://www.instahyre.com/job-243146-jc-jhd-sales-lead-at-reliance-jio-infocomm-2-hyderabad/
328,255066,Territory Sales Manager,Sales and Business ,Intermediate Level,Ashok Biswal,Sales,Revamp Moto,2020,3,Consumer Goods / FMCG,"Bangalore, Chennai, Vadodara",30,https://www.instahyre.com/job-255066-territory-sales-manager-at-revamp-moto-bangalore-chennai-vadodara/
329,221766,Copywriter,Marketing ,Mid Senior Level,Swati Jhamb,"Content Writing, English Content",Sirona Hygiene,2015,8,Consumer Goods / FMCG,Delhi,125,https://www.instahyre.com/job-221766-copywriter-at-sirona-hygiene-delhi/
330,264123,Content Writer,Marketing ,Intermediate Level,Bhanu R,Content Writing,Sri Sri Tattva Panchakarma,2017,6,Consumer Goods / FMCG,Bangalore,125,https://www.instahyre.com/job-264123-content-writer-at-sri-sri-tattva-panchakarma-bangalore/
331,227483,Staff Engineer,Software Engineering ,Senior,Kaberi Baruah,"React.js, Architecture, HTML, JavaScript, Redux",Tekion,2016,7,Consumer Goods / FMCG,Noida,125,https://www.instahyre.com/job-227483-staff-engineer-at-tekion-noida/
332,219289,Business Development Executive,Sales and Business ,Junior Level,Imran Khan,"Business Development, Sales",Venkatesh Natural Extracts,2000,23,Consumer Goods / FMCG,"Greater Noida, Noida",125,https://www.instahyre.com/job-219289-business-development-executive-at-venkatesh-natural-extracts-greater-noida-noida/
333,214384,Sales Manager,Sales and Business ,Junior Level,Durga Priya,"Customer Relationship, Sales, Telecalling",Homes247.in,2017,6,Consumer Goods / FMCG,Bangalore,30,https://www.instahyre.com/job-214384-sales-manager-at-homes247-bangalore/
334,236683,Copywriter,Marketing ,Junior Level,Suman Naskar,"Content Marketing, Content Writing, English Content",Klothinn,2023,0,Cosmetics / Beauty,Kolkata,5,https://www.instahyre.com/job-236683-copywriter-at-klothinn-kolkata/
335,221766,Copywriter,Marketing ,Mid Senior Level,Swati Jhamb,"Content Writing, English Content",Sirona Hygiene,2015,8,Cosmetics / Beauty,Delhi,125,https://www.instahyre.com/job-221766-copywriter-at-sirona-hygiene-delhi/
336,264123,Content Writer,Marketing ,Intermediate Level,Bhanu R,Content Writing,Sri Sri Tattva Panchakarma,2017,6,Cosmetics / Beauty,Bangalore,125,https://www.instahyre.com/job-264123-content-writer-at-sri-sri-tattva-panchakarma-bangalore/
337,222777,Executive Assistant,Operations ,Junior Level,Kiyah Singh,"Operations Management, Process Improvement, Vendor Management",Tavastha Ayurveda,2020,3,Cosmetics / Beauty,Bhopal,30,https://www.instahyre.com/job-222777-executive-assistant-at-tavastha-ayurveda-bhopal/
338,264876,Technical Content Writer - Academic,Marketing ,Mid Senior Level,Kalpana Choudhary,Content Writing,Antier Solutions,2003,20,Education / Training,Chandigarh,750,https://www.instahyre.com/job-264876-technical-content-writer-academic-at-antier-solutions-chandigarh/
339,262134,Area Sales Manager,Sales and Business ,Junior Level,Avantika Sharma,"Business Development, Corporate Sales, Sales",Edunext Technologies,2012,11,Education / Training,Noida,30,https://www.instahyre.com/job-262134-area-sales-manager-at-edunext-technologies-noida/
340,261709,Admission Officer,Sales and Business ,Intermediate Level,Tanzeem Ashraf,"Business Development, Corporate Sales, Direct Sales, Sales",Edvizo,2017,6,Education / Training,Patna,30,https://www.instahyre.com/job-261709-admission-officer-at-edvizo-2-patna/
341,261508,Customer Relationship Manager,Sales and Business ,Junior Level,Fleet Stack,"Customer Interaction, Customer Relationship, Customer Service",FleetStack,2022,1,Education / Training,Work From Home,30,https://www.instahyre.com/job-261508-customer-relationship-manager-at-fleetstack-work-from-home/
342,265670,Team Leader,Sales and Business ,Intermediate Level,Mayank Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Hike Education,2014,9,Education / Training,"Gurgaon, Hyderabad, Mumbai",125,https://www.instahyre.com/job-265670-team-leader-at-hike-education-gurgaon-hyderabad-mumbai/
343,265258,Regional Manager,Sales and Business ,Mid Senior Level,Meenakshi Ladha,"Business Development, Corporate Sales, Direct Sales, Sales",IndiaMART InterMESH,1999,24,Education / Training,Bangalore,1000,https://www.instahyre.com/job-265258-regional-manager-at-indiamart-intermesh-4-bangalore/
344,257108,Content Writer,Marketing ,Junior Level,Sanjeev Kumar,"Content Marketing, Content Writing, English Content",The Quizopedia,2018,5,Education / Training,Delhi,5,https://www.instahyre.com/job-257108-content-writer-at-the-quizopedia-delhi/
345,264825,Inside Sales Representative,Sales and Business ,Intermediate Level,Prem Chand,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Y-Axis Overseas,1999,24,Education / Training,Bangalore,750,https://www.instahyre.com/job-264825-inside-sales-representative-at-y-axis-overseas-bangalore/
346,261382,Marketing Specialist,Marketing ,Junior Level,Wilma Lobo,"Content Marketing, Content Writing, English Content",Yzerly,2023,0,Education / Training,Bangalore,30,https://www.instahyre.com/job-261382-marketing-specialist-at-yzerly-bangalore/
347,251351,Sales Executive,Sales and Business ,Junior Level,Shakshi Bhimani,"Business Development, Sales",CareerNinja,2017,6,Education / Training,"Mumbai, Work From Home",30,https://www.instahyre.com/job-251351-sales-executive-at-careerninja-mumbai-work-from-home/
348,252103,Content Marketer,Marketing ,Intermediate Level,Supriya Samson,Content Writing,EduFund,2019,4,Education / Training,"Bangalore, Mumbai, Pune",30,https://www.instahyre.com/job-252103-content-marketer-at-edufund-bangalore-mumbai-pune/
349,254332,Academic Counsellor,Sales and Business ,Intermediate Level,Nisha Sakure,"Business Development, International Sales, Sales, Telecalling",LINC Education,2017,6,Education / Training,Mumbai,30,https://www.instahyre.com/job-254332-academic-counsellor-at-linc-education-mumbai/
350,252499,Sales Executive,Sales and Business ,Junior Level,Arushi Agarwal,"Business Development, Direct Sales, Sales",Logyify India,2018,5,Education / Training,"Ghaziabad, Work From Home",125,https://www.instahyre.com/job-252499-sales-executive-at-logyify-india-ghaziabad-work-from-home/
351,256364,Admissions Counsellor,Sales and Business ,Junior Level,Mesotap Hr,"Career Counselling, Direct Sales, Sales, Telecalling",Mesotap Performance Marketing Services,2021,2,Education / Training,Work From Home,5,https://www.instahyre.com/job-256364-admissions-counsellor-at-mesotap-performance-marketing-services-work-from-home/
352,255554,Salesforce Developer,Software Engineering ,Intermediate Level,Sony Naresh IT,Salesforce,Naresh i Technologies,2004,19,Education / Training,Hyderabad,125,https://www.instahyre.com/job-255554-salesforce-developer-at-naresh-i-technologies-hyderabad/
353,253839,Progress Partner - Business Coach,Operations ,Mid Senior Level,Abhishek S Thalanki,"Logistics Management, Operations Management, Process Improvement, Production Management, Supply Chain Management",Quantum Leap Learning Solutions,2006,17,Education / Training,Bangalore,125,https://www.instahyre.com/job-253839-progress-partner-business-coach-at-quantum-leap-learning-solutions-bangalore/
354,249219,Telecaller,Sales and Business ,Junior Level,Rashi Sharma,"Customer Interaction, Customer Relationship, Customer Service",Quick Visa Solutions,2015,8,Education / Training,Gurgaon,30,https://www.instahyre.com/job-249219-telecaller-at-quick-visa-solutions-gurgaon/
355,256898,Sales Executive / Sr. Executive Tourism,Sales and Business ,Junior Level,Yachika Kanojia Hrrecruiter,"Business Development, Direct Sales, Sales",Space Technology & Education,2001,22,Education / Training,Delhi,125,https://www.instahyre.com/job-256898-sales-executive-sr-executive-tourism-at-space-technology-education-delhi/
356,257100,Marketing Manager,Sales and Business ,Mid Senior Level,Steinbeis India,Business Development,Steinbeis India,2009,14,Education / Training,Hyderabad,30,https://www.instahyre.com/job-257100-marketing-manager-at-steinbeis-india-hyderabad/
357,239611,Asst. Sales Manager,Sales and Business ,Intermediate Level,Atspl Hr,"Business Development, Corporate Sales, Direct Sales, Sales",Aditi Tracking,2011,12,Education / Training,"Mumbai, Navi Mumbai",125,https://www.instahyre.com/job-239611-asst-sales-manager-at-aditi-tracking-mumbai-navi-mumbai/
358,239931,Education Admission Counselor,Sales and Business ,Junior Level,Digicrome Support,"Business Development, Corporate Sales, Sales",Digicrome,2020,3,Education / Training,Noida,125,https://www.instahyre.com/job-239931-education-admission-counselor-at-digicrome-noida/
359,238528,Business Development Executive,Sales and Business ,Junior Level,Pradeep Sena Reddy Singam,"Business Development, Direct Sales, Sales, Telecalling",Easy hiring,2021,2,Education / Training,Hyderabad,5,https://www.instahyre.com/job-238528-business-development-executive-at-easy-hiring-hyderabad/
360,247125,Inside Sales,Sales and Business ,Junior Level,Archana Raha,"Direct Sales, Sales, Telecalling",Edureify,2018,5,Education / Training,Kolkata,30,https://www.instahyre.com/job-247125-inside-sales-at-edureify-kolkata/
361,246693,Academic Counselor,Sales and Business ,Junior Level,Neha Tiwari,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",Infinity Learn,2016,7,Education / Training,Noida,125,https://www.instahyre.com/job-246693-academic-counselor-at-infinity-learn-noida/
362,241869,Business Development Executive,Sales and Business ,Junior Level,Rakesh Sethi,"Business Development, Career Counselling, Education Counselling, Sales, Telecalling",Mind Admission Solution,2019,4,Education / Training,Pune,30,https://www.instahyre.com/job-241869-business-development-executive-at-mind-admission-solution-pune/
363,245912,Educational Counselor,Sales and Business ,Junior Level,Sony Naresh IT,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Naresh i Technologies,2004,19,Education / Training,Hyderabad,125,https://www.instahyre.com/job-245912-educational-counselor-at-naresh-i-technologies-hyderabad/
364,240688,Admission Councellor,Sales and Business ,Junior Level,Indira B,Sales,P.Labs Ventures,2018,5,Education / Training,Delhi,30,https://www.instahyre.com/job-240688-admission-councellor-at-p-delhi/
365,248950,Lead Software Engineer (Web),Software Engineering ,Senior,Ashwin Narayan,"GraphQL, Node.js, React.js",Paypal,1998,25,Education / Training,Bangalore,1000,https://www.instahyre.com/job-248950-lead-software-engineer-web-at-paypal-bangalore/
366,242640,Enterprises Sales Officer,Sales and Business ,Junior Level,S Rupesh Kumar,"Business Development, Direct Sales, Sales",Reliance Jio Infocomm,2007,16,Education / Training,Hyderabad,1000,https://www.instahyre.com/job-242640-enterprises-sales-officer-at-reliance-jio-infocomm-2-hyderabad/
367,238043,Outbound Sales Specialist,Sales and Business ,Junior Level,Jerry Stanley,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",EpicMinds Information Technology,2015,8,Education / Training,Bangalore,750,https://www.instahyre.com/job-238043-outbound-sales-specialist-at-epicminds-information-technology-bangalore/
368,233168,Field Sales Executive,Sales and Business ,Junior Level,Rahul Gupta,"Business Development, Direct Sales, Sales",eReleGo Technologies,2013,10,Education / Training,Gulbarga,125,https://www.instahyre.com/job-233168-field-sales-executive-at-erelego-technologies-gulbarga/
369,234080,Content Writer,Marketing ,Mid Senior Level,Shiwangi Sinha,"Content Marketing, Content Writing, English Content",iDream Education,2016,7,Education / Training,Gurgaon,125,https://www.instahyre.com/job-234080-content-writer-at-idream-education-gurgaon/
370,234072,Content Writer - Social Impact,Marketing ,Mid Senior Level,Shiwangi Sinha,"Content Marketing, Content Writing, English Content",iDream Education,2016,7,Education / Training,Gurgaon,125,https://www.instahyre.com/job-234072-content-writer-social-impact-at-idream-education-gurgaon/
371,234076,Senior Manager - Growth,Sales and Business ,Mid Senior Level,Shiwangi Sinha,"Business Development, Sales",iDream Education,2016,7,Education / Training,Gurgaon,125,https://www.instahyre.com/job-234076-senior-manager-growth-at-idream-education-gurgaon/
372,234074,Social Impact and Outreach Manager,Sales and Business ,Mid Senior Level,Shiwangi Sinha,"Business Development, Sales",iDream Education,2016,7,Education / Training,Gurgaon,125,https://www.instahyre.com/job-234074-social-impact-and-outreach-manager-at-idream-education-gurgaon/
373,230638,Business Development Executive,Sales and Business ,Intermediate Level,Sumit Keshri,"Business Development, Corporate Sales, Sales",MyStudia Education,2017,6,Education / Training,Pune,125,https://www.instahyre.com/job-230638-business-development-executive-at-mystudia-education-pune/
374,228724,Business Development Officer,Sales and Business ,Intermediate Level,Sumit Keshri,"Business Development, Corporate Sales, Direct Sales, Sales",MyStudia Education,2017,6,Education / Training,"Ambala, Chandigarh, Panipat",125,https://www.instahyre.com/job-228724-business-development-officer-at-mystudia-education-ambala-chandigarh-panipat/
375,235234,Key Account Manager,Sales and Business ,Mid Senior Level,Sakshi Maithil,"Business Development, International Sales, Sales",NetCom Learning,1998,25,Education / Training,Work From Home,125,https://www.instahyre.com/job-235234-key-account-manager-at-netcom-learning-work-from-home/
376,233809,Sr. Associate / AM - Global Supply Acquisition,Sales and Business ,Mid Senior Level,Kavita Singh,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",University Living,2015,8,Education / Training,Noida,125,https://www.instahyre.com/job-233809-sr-associate-am-global-supply-acquisition-at-university-living-noida/
377,183532,Business Development Associate,Sales and Business ,Junior Level,Neha Tiwari,"International Sales, Business Development, Direct Sales, Sales, Telecalling",Airblack,2019,4,Education / Training,Gurgaon,125,https://www.instahyre.com/job-183532-business-development-associate-at-airblack-gurgaon/
378,220759,Training Consultant,Sales and Business ,Junior Level,Deepak Mahajan,"Direct Sales, Telecalling",Blue Ocean Academy,1988,35,Education / Training,Delhi,30,https://www.instahyre.com/job-220759-training-consultant-at-blue-ocean-academy-delhi/
379,185953,B2B Field Marketing Executive,Sales and Business ,Junior Level,Reetu Garg,"Business Development, Corporate Sales, Direct Sales",CareerLabs,2019,4,Education / Training,"Chennai, Hyderabad, Noida",125,https://www.instahyre.com/job-185953-b2b-field-marketing-executive-at-careerlabs-chennai-hyderabad-noida/
380,227359,Business Development Manager,Sales and Business ,Junior Level,Satya Prakash,"Business Development, Corporate Sales, International Sales, Sales",GearUp Academy,2021,2,Education / Training,Work From Home,30,https://www.instahyre.com/job-227359-business-development-manager-at-gearup-academy-work-from-home/
381,159959,Business Development Manager,Sales and Business ,Intermediate Level,Rifa Hassan,Business Development,Jamboree Education,1993,30,Education / Training,"Bangalore, Hyderabad, Navi Mumbai",350,https://www.instahyre.com/job-159959-business-development-manager-at-jamboree-education-bangalore-hyderabad-navi-mumbai/
382,156033,Program Advisor,Sales and Business ,Junior Level,Shravani Gowda,"Business Development, Sales",Maven Silicon,2010,13,Education / Training,Bangalore,30,https://www.instahyre.com/job-156033-program-advisor-at-maven-silicon-bangalore/
383,203825,Inside Sales - Lead Development Representative,Sales and Business ,Junior Level,Sakshi Maithil,"Business Development, Corporate Sales, International Sales, Sales",NetCom Learning,1998,25,Education / Training,Work From Home,125,https://www.instahyre.com/job-203825-inside-sales-lead-development-representative-at-netcom-learning-work-from-home/
384,210599,Business Development Associate,Sales and Business ,Intermediate Level,Ankita M,"Business Development, International Sales, Sales",Scaler Academy,2019,4,Education / Training,Bangalore,125,https://www.instahyre.com/job-210599-business-development-associate-at-scaler-academy-bangalore/
385,216657,International Sales Executive,Sales and Business ,Junior Level,Ishika Gupta,"Business Development, International Sales, Sales, Telecalling",SNVA Ventures,2009,14,Education / Training,Noida,750,https://www.instahyre.com/job-216657-international-sales-executive-at-snva-ventures-noida/
386,177668,Business Development Executive,Sales and Business ,Junior Level,Neha Tiwari,"Business Development, Corporate Sales, International Sales, Sales, Telecalling",Zell Education,2015,8,Education / Training,Mumbai,30,https://www.instahyre.com/job-177668-business-development-executive-at-zell-education-mumbai/
387,96021,Admission Counselor,Sales and Business ,Fresher,Sudhir S Chaurasiya,"Business Development, Sales, Telecalling",EDIIFY,2019,4,Education / Training,Mumbai,30,https://www.instahyre.com/job-96021-admission-counselor-at-ediify-mumbai/
388,154018,B2B Sales Manager,Sales and Business ,Junior Level,Sunitha Mudiraj,"Business Development, Corporate Sales, Direct Sales, International Sales, Lead Generation, Revenue Management, Sales",Univariety,2011,12,Education / Training,Work From Home,125,https://www.instahyre.com/job-154018-b2b-sales-manager-at-univariety-work-from-home/
389,214385,Assistant Sales Manager,Sales and Business ,Intermediate Level,Raman Mehrotra,"Direct Sales, Sales, Business Development",Gripple,1998,25,Electricals,Delhi,750,https://www.instahyre.com/job-214385-assistant-sales-manager-at-gripple-delhi/
390,245954,Sales Engineer,Sales and Business ,Intermediate Level,Minal Darve,Sales,Rishabh Instruments,1985,38,Electricals,"Bangalore, Delhi",1000,https://www.instahyre.com/job-245954-sales-engineer-at-rishabh-instruments-bangalore-delhi/
391,264842,Sales Manager,Sales and Business ,Junior Level,Pushpa Anjali A,"Business Development, Sales",ConvertCart,2013,10,Events Services,Bangalore,125,https://www.instahyre.com/job-264842-sales-manager-at-convertcart-2-bangalore/
392,265992,B2B Corporate Sales - Gifting Segment,Sales and Business ,Junior Level,Anashwara Mathew,"Business Development, Corporate Sales, Direct Sales, Sales",DailyObjects,2012,11,Events Services,Gurgaon,125,https://www.instahyre.com/job-265992-b2b-corporate-sales-gifting-segment-at-dailyobjects-2-gurgaon/
393,237167,Client Relationship Manager,Operations ,Intermediate Level,Mandeep Agarwal,"Logistics Management, Operations Management, Production Management, Vendor Management",Konark Events,2007,16,Events Services,Jaipur,30,https://www.instahyre.com/job-237167-client-relationship-manager-at-konark-events-jaipur/
394,237165,Event Operation Manager,Operations ,Junior Level,Mandeep Agarwal,"Logistics Management, Operations Management, Procurement, Production Management, Quality Control, Vendor Management",Konark Events,2007,16,Events Services,Jaipur,30,https://www.instahyre.com/job-237165-event-operation-manager-at-konark-events-jaipur/
395,237168,Hotel Sales Executive,Sales and Business ,Intermediate Level,Mandeep Agarwal,Business Development,Konark Events,2007,16,Events Services,Jaipur,30,https://www.instahyre.com/job-237168-hotel-sales-executive-at-konark-events-jaipur/
396,243360,Associate Manager - Operations,Operations ,Intermediate Level,Siddharth Bhargav,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",Zolo,2015,8,Facilities Services,Mangalore,125,https://www.instahyre.com/job-243360-associate-manager-operations-at-zolo-mangalore/
397,261762,Regional Sales Manager,Sales and Business ,Senior,Jyoti Bohra,"Business Development, Corporate Sales, Direct Sales, Sales",DeMeNew,2019,4,Food / Beverages,Work From Home,30,https://www.instahyre.com/job-261762-regional-sales-manager-at-demenew-work-from-home/
398,232279,Sales Associate,Sales and Business ,Junior Level,Pratiksha Yaduwanshi,"Business Development, Corporate Sales, Sales",Digicides,2017,6,Food / Beverages,"Hyderabad, Pune",30,https://www.instahyre.com/job-232279-sales-associate-at-digicides-hyderabad-pune/
399,236683,Copywriter,Marketing ,Junior Level,Suman Naskar,"Content Marketing, Content Writing, English Content",Klothinn,2023,0,Food / Beverages,Kolkata,5,https://www.instahyre.com/job-236683-copywriter-at-klothinn-kolkata/
400,196060,Field Sales Executive,Sales and Business ,Intermediate Level,Hr Department,"Business Development, Direct Sales, Sales",MicroGO,2016,7,Food / Beverages,"Chennai, Delhi, Mumbai",30,https://www.instahyre.com/job-196060-field-sales-executive-at-microgo-chennai-delhi-mumbai/
401,255066,Territory Sales Manager,Sales and Business ,Intermediate Level,Ashok Biswal,Sales,Revamp Moto,2020,3,Food / Beverages,"Bangalore, Chennai, Vadodara",30,https://www.instahyre.com/job-255066-territory-sales-manager-at-revamp-moto-bangalore-chennai-vadodara/
402,222777,Executive Assistant,Operations ,Junior Level,Kiyah Singh,"Operations Management, Process Improvement, Vendor Management",Tavastha Ayurveda,2020,3,Food / Beverages,Bhopal,30,https://www.instahyre.com/job-222777-executive-assistant-at-tavastha-ayurveda-bhopal/
403,220759,Training Consultant,Sales and Business ,Junior Level,Deepak Mahajan,"Direct Sales, Telecalling",Blue Ocean Academy,1988,35,Freight / Logistics / Transportation,Delhi,30,https://www.instahyre.com/job-220759-training-consultant-at-blue-ocean-academy-delhi/
404,227715,Area Sales Manager,Sales and Business ,Mid Senior Level,Yesha Verma,"Business Development, Direct Sales, Sales",Fleetx,2017,6,Freight / Logistics / Transportation,"Ahmedabad, Gandhidham, Mumbai",350,https://www.instahyre.com/job-227715-area-sales-manager-at-fleetx-ahmedabad-gandhidham-mumbai/
405,198835,Zonal Head - Sales,Sales and Business ,Senior,Vikas Kumar,"Business Development, Direct Sales, Sales",Fleetx,2017,6,Freight / Logistics / Transportation,"Jaipur, Kolkata, Surat",350,https://www.instahyre.com/job-198835-zonal-head-sales-at-fleetx-jaipur-kolkata-surat/
406,264916,SDE 2 (Fullstack),Software Engineering ,Intermediate Level,Shivkumar Gurram,"JavaScript, Node.js, React.js, Docker, MongoDB",Hopstack,2018,5,Freight / Logistics / Transportation,Bangalore,30,https://www.instahyre.com/job-264916-sde-2-fullstack-at-hopstack-bangalore/
407,246630,Freight Broker,Sales and Business ,Junior Level,Kanchan Rajbhar,Customer Service,Looper Development Services,2021,2,Freight / Logistics / Transportation,Mohali,30,https://www.instahyre.com/job-246630-freight-broker-at-looper-development-services-mohali/
408,254370,Sr. Collections Executive,Sales and Business ,Intermediate Level,Aditi Dharan,"Customer Interaction, Customer Relationship",Raaho,2015,8,Freight / Logistics / Transportation,Hyderabad,30,https://www.instahyre.com/job-254370-sr-collections-executive-at-raaho-hyderabad/
409,251077,Traffic Incharge,Sales and Business ,Junior Level,Sanny Singh,"Customer Service, Key Account Management",Road Express,2018,5,Freight / Logistics / Transportation,"Gurgaon, Jamshedpur, Mumbai",30,https://www.instahyre.com/job-251077-traffic-incharge-at-road-express-gurgaon-jamshedpur-mumbai/
410,265255,Business Development,Sales and Business ,Intermediate Level,Kailuni Lanah,"Business Development, International Sales, Sales",Shiprocket,2012,11,Freight / Logistics / Transportation,Gurgaon,750,https://www.instahyre.com/job-265255-business-development-at-shiprocket-gurgaon/
